Release,Class_Name,LOC,LOC_TOUCHED,AVC,ALA,ACSS,AGE,AOC,NFIX,FIX,WMC,DIT,CBO,RFC,LCOM,NF,ENTROPY,NSMELLS,NR,NAUTH,CHURN,MAX_CHURN,Bugginess
syncope-1.2.3,org.apache.syncope.core.persistence.beans.PasswordPolicy,10,0,0.00,0.00,0.00,152,112,2,0,3,3,2,0,1,0,0.0000,1,2,2,43,40,0
syncope-1.2.3,org.apache.syncope.core.services.LoggerServiceImpl,63,0,0.00,0.00,0.00,112,32,11,0,16,2,12,13,0,0,0.0000,2,12,4,441,232,0
syncope-1.2.3,org.apache.syncope.core.persistence.validation.entity.ReportValidator,27,0,0.00,0.00,0.00,152,38,5,0,5,2,5,12,0,0,0.0000,0,5,3,101,71,0
syncope-1.2.3,org.apache.syncope.common.types.IntMappingType,65,0,0.00,0.00,0.00,112,32,7,0,19,1,6,17,0,0,0.0000,3,7,2,617,402,0
syncope-1.2.3,org.apache.syncope.console.rest.InvalidPolicyType,8,0,0.00,0.00,0.00,152,91,2,0,2,4,0,0,1,0,0.0000,2,3,3,35,31,0
syncope-1.2.3,org.apache.syncope.console.pages.Logout,8,0,0.00,0.00,0.00,152,86,6,0,1,4,3,5,0,0,0.0000,0,6,3,74,41,0
syncope-1.2.3,org.apache.syncope.console.init.PreviewPanelClassInitializer,27,0,0.00,0.00,0.00,37,37,1,0,6,1,6,9,0,0,0.0000,0,1,1,69,69,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.user.UVirSchema,3,0,0.00,0.00,0.00,152,78,4,0,0,4,3,0,0,0,0.0000,8,4,2,37,32,0
syncope-1.2.3,org.apache.syncope.common.types.RESTHeaders,17,0,0.00,0.00,0.00,72,26,9,0,1,1,0,0,0,0,0.0000,1,9,1,153,64,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.SchedTask,31,0,0.00,0.00,0.00,152,112,4,0,8,3,4,0,20,0,0.0000,2,4,3,73,51,0
syncope-1.2.3,org.apache.syncope.common.SyncopeClientException,52,0,0.00,0.00,0.00,42,32,2,0,15,4,3,10,48,0,0.0000,0,2,1,198,194,0
syncope-1.2.3,org.apache.syncope.installer.processes.ArchetypeProcess,71,0,0.00,0.00,0.00,37,21,15,0,12,1,5,19,0,0,0.0000,3,16,3,273,53,0
syncope-1.2.3,org.apache.syncope.core.persistence.dao.impl.RoleDAOImpl,304,0,0.00,0.00,0.00,152,38,20,0,89,3,45,94,431,0,0.0000,10,21,5,767,186,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.AbstractBaseBean,45,0,0.00,0.00,0.00,152,38,5,0,16,1,2,23,15,0,0.0000,2,9,3,186,135,0
syncope-1.2.3,org.apache.syncope.core.persistence.validation.entity.SyncopeRoleValidator,11,0,0.00,0.00,0.00,125,38,5,0,3,2,4,7,0,0,0.0000,0,5,3,70,48,0
syncope-1.2.3,org.apache.syncope.core.cache.DisabledVirAttrCache,12,0,0.00,0.00,0.00,12,12,1,0,4,1,3,0,6,0,0.0000,0,1,1,50,50,0
syncope-1.2.3,org.apache.syncope.core.init.WorkflowAdapterLoader,40,0,0.00,0.00,0.00,113,107,3,0,11,1,11,10,0,0,0.0000,0,3,3,110,59,0
syncope-1.2.3,org.apache.syncope.common.reqres.PagedResult,42,0,0.00,0.00,0.00,0,0,0,0,11,2,8,0,45,0,0.0000,3,0,0,0,0,0
syncope-1.2.3,org.apache.syncope.common.to.SyncPolicyTO,18,0,0.00,0.00,0.00,112,32,4,0,5,3,5,1,4,0,0.0000,0,5,2,169,110,0
syncope-1.2.3,org.apache.syncope.core.sync.impl.RolePushResultHandler,86,7,7.00,7.00,3.00,38,0,6,1,16,3,23,33,55,3,0.0000,6,6,3,228,163,0
syncope-1.2.3,org.apache.syncope.console.commons.Constants,43,0,0.00,0.00,0.00,152,25,8,0,1,1,0,0,0,0,0.0000,1,13,2,158,96,0
syncope-1.2.3,org.apache.syncope.console.commons.status.AbstractStatusBeanProvider,26,0,0.00,0.00,0.00,72,72,1,0,5,2,7,6,8,0,0.0000,1,1,1,69,69,0
syncope-1.2.3,org.apache.syncope.common.wrap.AbstractWrappable,20,0,0.00,0.00,0.00,63,63,1,0,4,2,4,3,0,0,0.0000,3,1,1,22,22,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.conf.CSchema,3,0,0.00,0.00,0.00,38,38,1,0,0,4,3,0,0,0,0.0000,8,1,1,31,31,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.NotificationTask,66,0,0.00,0.00,0.00,152,112,5,0,18,3,12,6,100,0,0.0000,3,5,3,148,122,0
syncope-1.2.3,org.apache.syncope.core.services.ResourceServiceImpl,62,0,0.00,0.00,0.00,112,7,16,0,16,2,18,24,0,0,0.0000,2,17,4,715,302,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.SyncPolicy,10,0,0.00,0.00,0.00,152,110,3,0,3,3,2,0,1,0,0.0000,1,3,3,44,40,0
syncope-1.2.3,org.apache.syncope.core.security.EncodePasswordCLI,25,0,0.00,0.00,0.00,132,40,6,0,5,1,3,9,3,0,0.0000,2,6,4,87,54,0
syncope-1.2.3,org.apache.syncope.core.persistence.validation.attrvalue.AlwaysTrueValidator,13,0,0.00,0.00,0.00,152,75,5,0,3,2,4,1,1,0,0.0000,0,5,3,54,39,0
syncope-1.2.3,org.apache.syncope.console.commons.CloseOnESCBehavior,19,0,0.00,0.00,0.00,134,113,4,0,3,2,4,4,3,0,0.0000,0,4,2,147,68,0
syncope-1.2.3,org.apache.syncope.console.wicket.markup.html.form.preview.BinaryCertPreviewer,29,0,0.00,0.00,0.00,37,37,1,0,6,3,6,15,1,0,0.0000,5,1,1,70,70,0
syncope-1.2.3,org.apache.syncope.core.sync.DefaultSyncActions,32,0,0.00,0.00,0.00,125,37,12,0,11,1,6,0,55,0,0.0000,1,13,6,222,63,0
syncope-1.2.3,org.apache.syncope.console.pages.panels.ResourceSecurityPanel,88,0,0.00,0.00,0.00,152,22,8,0,1,3,14,8,0,0,0.0000,8,10,6,269,195,0
syncope-1.2.3,org.apache.syncope.core.persistence.validation.entity.AbstractValidator,9,0,0.00,0.00,0.00,152,78,4,0,2,1,5,3,1,0,0.0000,0,4,2,50,31,0
syncope-1.2.3,org.apache.syncope.common.types.ConnParameterType,9,0,0.00,0.00,0.00,112,32,4,0,2,1,1,0,0,0,0.0000,1,4,2,123,82,0
syncope-1.2.3,org.apache.syncope.console.pages.panels.RoleSearchPanel,50,0,0.00,0.00,0.00,117,64,6,0,3,3,7,2,3,0,0.0000,4,8,4,139,72,0
syncope-1.2.3,org.apache.syncope.console.resources.WorkflowDefPUTResource,25,0,0.00,0.00,0.00,69,29,2,0,5,2,7,15,0,0,0.0000,0,2,1,80,75,0
syncope-1.2.3,org.apache.syncope.core.rest.controller.PolicyController,105,0,0.00,0.00,0.00,152,24,17,0,30,3,21,16,0,0,0.0000,7,20,5,630,264,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.Policy,25,0,0.00,0.00,0.00,152,37,9,0,6,2,11,2,11,0,0.0000,1,9,3,106,75,0
syncope-1.2.3,org.apache.syncope.core.persistence.dao.DerAttrDAO,7,0,0.00,0.00,0.00,152,112,2,0,5,1,2,0,10,0,0.0000,0,2,2,37,36,0
syncope-1.2.3,org.apache.syncope.console.wicket.markup.html.form.BinaryFieldPanel,122,0,0.00,0.00,0.00,39,37,2,0,9,4,18,21,0,0,0.0000,8,2,2,239,150,0
syncope-1.2.3,org.apache.syncope.core.sync.impl.UserPushResultHandler,86,7,7.00,7.00,3.00,38,0,4,1,16,3,23,34,55,3,0.0000,6,4,2,231,165,0
syncope-1.2.3,org.apache.syncope.core.propagation.PropagationReporter,5,0,0.00,0.00,0.00,74,74,1,0,3,1,4,0,3,0,0.0000,0,1,1,58,58,0
syncope-1.2.3,org.apache.syncope.core.persistence.dao.impl.AbstractContentDealer,38,0,0.00,0.00,0.00,102,26,4,0,6,1,6,10,0,0,0.0000,2,5,2,224,110,0
syncope-1.2.3,org.apache.syncope.common.types.ResourceDeassociationActionType,4,0,0.00,0.00,0.00,63,63,1,0,0,1,1,0,0,0,0.0000,0,1,1,39,39,0
syncope-1.2.3,org.apache.syncope.core.persistence.dao.impl.VirAttrDAOImpl,25,0,0.00,0.00,0.00,152,75,3,0,7,2,8,10,10,0,0.0000,0,4,2,101,69,0
syncope-1.2.3,org.apache.syncope.console.wicket.markup.html.form.AjaxDropDownChoicePanel,37,0,0.00,0.00,0.00,152,28,8,0,7,4,9,11,15,0,0.0000,2,13,6,130,79,0
syncope-1.2.3,org.apache.syncope.console.pages.panels.DerivedAttributesPanel,109,0,0.00,0.00,0.00,152,40,10,0,6,2,16,6,1,0,0.0000,15,16,5,522,176,0
syncope-1.2.3,org.apache.syncope.console.rest.SchemaRestClient,176,0,0.00,0.00,0.00,152,21,18,0,41,2,14,26,210,0,0.0000,1,20,5,867,300,0
syncope-1.2.3,org.apache.syncope.core.persistence.dao.impl.LoggerDAOImpl,26,0,0.00,0.00,0.00,152,78,3,0,8,2,7,12,10,0,0.0000,0,4,2,94,68,0
syncope-1.2.3,org.apache.syncope.console.commons.status.StatusUtils,186,0,0.00,0.00,0.00,72,38,3,0,51,1,16,44,74,0,0.0000,13,4,2,347,320,0
syncope-1.2.3,org.apache.syncope.core.rest.data.NotificationDataBinder,23,0,0.00,0.00,0.00,152,26,6,0,3,1,4,16,1,0,0.0000,0,7,4,82,59,0
syncope-1.2.3,org.apache.syncope.core.propagation.PropagationByResource,167,0,0.00,0.00,0.00,152,71,8,0,42,1,2,15,0,0,0.0000,1,10,4,449,282,0
syncope-1.2.3,org.apache.syncope.console.SyncopeApplication,151,0,0.00,0.00,0.00,152,19,15,0,18,2,36,32,21,0,0.0000,6,19,4,567,175,0
syncope-1.2.3,org.apache.syncope.console.rest.AbstractSubjectRestClient,10,0,0.00,0.00,0.00,38,37,2,0,7,2,6,0,21,0,0.0000,0,2,2,48,46,0
syncope-1.2.3,org.apache.syncope.common.to.SchemaTO,87,0,0.00,0.00,0.00,112,32,6,0,25,3,5,1,252,0,0.0000,1,8,3,562,312,0
syncope-1.2.3,org.apache.syncope.core.util.AttributableUtil,644,0,0.00,0.00,0.00,152,33,20,0,194,1,59,27,0,0,0.0000,17,22,5,1057,401,1
syncope-1.2.3,org.apache.syncope.core.rest.WADLServlet,38,0,0.00,0.00,0.00,0,0,0,0,4,2,8,21,0,0,0.0000,3,0,0,0,0,0
syncope-1.2.3,org.apache.syncope.console.wicket.ajax.markup.html.ClearIndicatingAjaxLink,25,0,0.00,0.00,0.00,108,63,2,0,7,2,9,4,2,0,0.0000,0,2,2,63,54,0
syncope-1.2.3,org.apache.syncope.core.persistence.dao.SecurityQuestionDAO,6,0,0.00,0.00,0.00,26,26,1,0,4,1,2,0,6,0,0.0000,0,1,1,35,35,0
syncope-1.2.3,org.apache.syncope.console.commons.SortableAttributableProviderComparator,66,0,0.00,0.00,0.00,117,75,5,0,3,3,5,6,1,0,0.0000,3,6,4,171,80,0
syncope-1.2.3,org.apache.syncope.core.persistence.validation.entity.AttrValidator,25,0,0.00,0.00,0.00,152,38,5,0,5,2,5,15,0,0,0.0000,0,5,3,87,63,0
syncope-1.2.3,org.apache.syncope.installer.files.JBossDeploymentStructureXml,4,0,0.00,0.00,0.00,37,37,2,0,0,1,0,0,0,0,0.0000,0,2,1,53,35,0
syncope-1.2.3,org.apache.syncope.console.wicket.markup.html.tree.TreeRolePanel,53,0,0.00,0.00,0.00,152,19,5,0,4,2,15,11,0,0,0.0000,11,6,3,209,107,0
syncope-1.2.3,org.apache.syncope.common.to.PasswordPolicyTO,18,0,0.00,0.00,0.00,112,32,4,0,5,3,5,1,4,0,0.0000,0,5,2,169,110,0
syncope-1.2.3,org.apache.syncope.buildtools.JarSchemaLdifExtractor,79,0,0.00,0.00,0.00,152,152,1,0,20,1,3,25,5,0,0.0000,3,1,1,178,178,0
syncope-1.2.3,org.apache.syncope.core.persistence.dao.search.AbstractSearchCond,13,0,0.00,0.00,0.00,32,32,1,0,4,1,0,3,6,0,0.0000,5,1,1,96,96,0
syncope-1.2.3,org.apache.syncope.core.util.GuardedStringSerializer,48,0,0.00,0.00,0.00,37,32,2,0,5,2,7,18,0,0,0.0000,9,2,2,96,90,0
syncope-1.2.3,org.apache.syncope.core.persistence.validation.entity.SchemaNameValidator,82,0,0.00,0.00,0.00,78,38,3,0,19,2,21,21,1,0,0.0000,1,3,1,139,127,0
syncope-1.2.3,org.apache.syncope.common.reqres.BulkActionResult,58,0,0.00,0.00,0.00,63,63,1,0,10,3,9,8,0,0,0.0000,3,1,1,14,14,0
syncope-1.2.3,org.apache.syncope.core.util.URIUtil,18,0,0.00,0.00,0.00,103,99,2,0,6,1,0,5,1,0,0.0000,0,2,1,67,61,0
syncope-1.2.3,org.apache.syncope.core.rest.data.UnwrappedObjectMapper,30,0,0.00,0.00,0.00,152,87,2,0,9,2,5,8,21,0,0.0000,1,3,2,133,104,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.membership.MSchema,3,0,0.00,0.00,0.00,152,75,4,0,0,4,3,0,0,0,0.0000,8,4,2,37,28,0
syncope-1.2.3,org.apache.syncope.buildtools.ServiceTimeoutServlet,27,0,0.00,0.00,0.00,112,103,2,0,5,2,4,6,6,0,0.0000,1,2,2,113,101,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.AbstractDerSchema,32,0,0.00,0.00,0.00,152,75,6,0,9,3,6,2,32,0,0.0000,9,6,2,92,72,0
syncope-1.2.3,org.apache.syncope.core.persistence.dao.impl.ContentLoader,46,0,0.00,0.00,0.00,113,38,8,0,7,2,9,14,1,0,0.0000,4,11,3,608,222,0
syncope-1.2.3,org.apache.syncope.common.to.MappingTO,62,0,0.00,0.00,0.00,112,7,10,0,22,2,8,16,37,0,0.0000,1,11,5,439,244,0
syncope-1.2.3,org.apache.syncope.common.to.AbstractSubjectTO,23,0,0.00,0.00,0.00,39,39,1,0,7,5,7,6,1,0,0.0000,0,1,1,68,68,0
syncope-1.2.3,org.apache.syncope.console.init.MIMETypesInitializer,25,0,0.00,0.00,0.00,37,37,1,0,6,1,3,12,0,0,0.0000,2,1,1,63,63,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.SyncTask,27,0,0.00,0.00,0.00,152,37,16,0,9,5,11,6,11,0,0.0000,2,17,5,352,152,0
syncope-1.2.3,org.apache.syncope.installer.containers.AbstractContainer,6,0,0.00,0.00,0.00,36,32,2,0,0,1,0,0,0,0,0.0000,1,2,1,35,27,0
syncope-1.2.3,org.apache.syncope.core.persistence.SysInfoListener,16,0,0.00,0.00,0.00,75,75,1,0,2,1,6,8,0,0,0.0000,2,1,1,54,54,0
syncope-1.2.3,org.apache.syncope.installer.enums.DBs,24,3,3.00,3.00,6.00,37,5,3,1,7,1,1,2,1,6,0.0000,0,3,2,52,31,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.AbstractNormalSchema,127,0,0.00,0.00,0.00,75,39,3,0,35,3,18,16,332,0,0.0000,11,3,1,247,209,0
syncope-1.2.3,org.apache.syncope.core.services.UserWorkflowServiceImpl,21,0,0.00,0.00,0.00,109,63,5,0,6,1,7,6,0,0,0.0000,0,5,3,89,63,0
syncope-1.2.3,org.apache.syncope.core.util.ApplicationContextProvider,12,0,0.00,0.00,0.00,152,125,2,0,3,1,4,1,0,0,0.0000,0,3,1,57,39,0
syncope-1.2.3,org.apache.syncope.console.pages.DerSchemaModalPage,63,0,0.00,0.00,0.00,64,41,2,0,4,5,17,10,1,0,0.0000,11,3,3,146,140,0
syncope-1.2.3,org.apache.syncope.common.types.PasswordPolicySpec,178,0,0.00,0.00,0.00,112,32,6,0,50,3,6,0,993,0,0.0000,2,9,4,1233,734,0
syncope-1.2.3,org.apache.syncope.common.mod.RoleMod,167,0,0.00,0.00,0.00,112,32,7,0,58,4,8,2,865,0,0.0000,10,9,2,971,602,0
syncope-1.2.3,org.apache.syncope.common.util.AttributableOperations,326,0,0.00,0.00,0.00,112,25,11,0,71,1,18,138,55,0,0.0000,13,14,4,1729,990,0
syncope-1.2.3,org.apache.syncope.core.rest.controller.WorkflowController,37,0,0.00,0.00,0.00,152,69,12,0,12,3,13,8,43,0,0.0000,1,15,4,367,84,0
syncope-1.2.3,org.apache.syncope.core.persistence.dao.DerSchemaDAO,7,0,0.00,0.00,0.00,152,75,3,0,5,1,4,0,10,0,0.0000,0,3,2,43,38,0
syncope-1.2.3,org.apache.syncope.console.pages.NotificationTaskModalPage,27,0,0.00,0.00,0.00,152,86,3,0,2,5,7,5,0,0,0.0000,5,7,4,101,67,0
syncope-1.2.3,org.apache.syncope.console.pages.ErrorPage,9,0,0.00,0.00,0.00,152,62,2,0,1,4,5,5,0,0,0.0000,0,3,1,48,41,0
syncope-1.2.3,org.apache.syncope.installer.files.OrmXml,6,0,0.00,0.00,0.00,37,37,2,0,0,1,0,0,0,0,0.0000,20,2,1,331,313,0
syncope-1.2.3,org.apache.syncope.core.util.MappingUtil,410,0,0.00,0.00,0.00,122,12,27,0,134,1,43,107,43,0,0.0000,28,43,6,1280,338,0
syncope-1.2.3,org.apache.syncope.core.persistence.dao.NotFoundException,9,0,0.00,0.00,0.00,111,111,1,0,2,4,0,0,1,0,0.0000,0,1,1,35,35,0
syncope-1.2.3,org.apache.syncope.console.wicket.markup.html.form.NonI18nPalette,9,0,0.00,0.00,0.00,110,21,3,0,2,2,3,0,1,0,0.0000,0,4,1,242,138,0
syncope-1.2.3,org.apache.syncope.core.persistence.validation.entity.SchedTaskValidator,31,0,0.00,0.00,0.00,152,38,8,0,7,2,6,10,0,0,0.0000,2,9,5,111,71,0
syncope-1.2.3,org.apache.syncope.console.pages.Login,205,0,0.00,0.00,0.00,152,21,32,0,5,3,25,29,1,0,0.0000,8,37,6,901,271,0
syncope-1.2.3,org.apache.syncope.common.to.AttributeTO,26,0,0.00,0.00,0.00,112,32,8,0,6,2,6,0,5,0,0.0000,1,9,2,364,188,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.AbstractSysInfo,31,0,0.00,0.00,0.00,86,75,3,0,12,2,6,1,16,0,0.0000,10,3,2,153,104,0
syncope-1.2.3,org.apache.syncope.core.util.TaskUtil,121,0,0.00,0.00,0.00,152,62,4,0,34,1,15,6,3,0,0.0000,6,7,3,336,121,0
syncope-1.2.3,org.apache.syncope.core.propagation.impl.PropagationManager,260,2,0.00,1.00,4.00,113,4,32,1,81,1,31,111,257,4,0.0000,13,36,6,1737,699,0
syncope-1.2.3,org.apache.syncope.installer.files.ParentPom,4,0,0.00,0.00,0.00,24,19,2,0,0,1,0,0,0,0,0.0000,5,2,2,101,99,0
syncope-1.2.3,org.apache.syncope.common.wrap.SubjectId,3,0,0.00,0.00,0.00,63,63,1,0,0,3,1,0,0,0,0.0000,0,1,1,25,25,0
syncope-1.2.3,org.apache.syncope.common.types.ConnectorCapability,1,0,0.00,0.00,0.00,112,32,6,0,0,1,1,0,0,0,0.0000,0,8,3,131,78,0
syncope-1.2.3,org.apache.syncope.common.wrap.ResourceName,3,0,0.00,0.00,0.00,63,63,1,0,0,3,3,0,0,0,0.0000,0,1,1,2,2,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.PushPolicy,10,0,0.00,0.00,0.00,41,37,3,0,3,3,2,0,1,0,0.0000,1,3,2,45,40,0
syncope-1.2.3,org.apache.syncope.core.cache.VirAttrCacheValue,35,0,0.00,0.00,0.00,12,12,1,0,9,1,0,4,4,0,0.0000,6,1,1,86,86,0
syncope-1.2.3,org.apache.syncope.core.services.ConfigurationServiceImpl,32,0,0.00,0.00,0.00,113,32,18,0,7,2,13,12,0,0,0.0000,0,21,4,710,182,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.AbstractMappingItem,83,0,0.00,0.00,0.00,122,108,5,0,25,2,12,4,127,0,0.0000,1,5,3,197,155,0
syncope-1.2.3,org.apache.syncope.console.wicket.markup.html.form.AbstractFieldPanel,8,0,0.00,0.00,0.00,152,64,3,0,2,2,5,1,1,0,0.0000,1,4,2,48,42,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.membership.MAttrTemplate,21,8,8.00,8.00,6.00,75,5,2,1,5,3,7,0,6,6,0.0000,1,2,1,66,58,0
syncope-1.2.3,org.apache.syncope.core.report.Reportlet,4,0,0.00,0.00,0.00,152,112,2,0,2,1,2,0,1,0,0.0000,0,2,2,49,47,0
syncope-1.2.3,org.apache.syncope.console.pages.panels.LoggerCategoryPanel,262,0,0.00,0.00,0.00,71,69,4,0,32,2,27,59,21,0,0.0000,19,5,3,502,316,0
syncope-1.2.3,org.apache.syncope.common.types.WorkflowFormPropertyType,1,0,0.00,0.00,0.00,112,32,3,0,0,1,1,0,0,0,0.0000,0,3,2,96,64,0
syncope-1.2.3,org.apache.syncope.core.persistence.dao.impl.TaskDAOImpl,87,0,0.00,0.00,0.00,152,62,8,0,22,2,15,29,55,0,0.0000,1,9,3,282,164,0
syncope-1.2.3,org.apache.syncope.console.wicket.extensions.markup.html.repeater.data.table.CollectionPropertyColumn,14,0,0.00,0.00,0.00,71,71,1,0,3,2,5,4,1,0,0.0000,0,1,1,54,54,0
syncope-1.2.3,org.apache.syncope.console.pages.panels.ResourceMappingPanel,389,0,0.00,0.00,0.00,152,33,35,0,47,2,32,52,14,0,0.0000,11,44,8,2071,553,0
syncope-1.2.3,org.apache.syncope.console.pages.Roles,92,0,0.00,0.00,0.00,152,22,19,0,5,4,19,21,1,0,0.0000,2,25,7,525,96,0
syncope-1.2.3,org.apache.syncope.console.pages.panels.RoleSummaryPanel,79,0,0.00,0.00,0.00,152,19,13,0,9,2,13,7,0,0,0.0000,13,17,4,570,140,0
syncope-1.2.3,org.apache.syncope.core.sync.impl.UserSyncResultHandler,95,0,0.00,0.00,0.00,38,36,2,0,23,3,23,50,36,0,0.0000,8,2,2,53,51,1
syncope-1.2.3,org.apache.syncope.core.sync.AbstractSyncActions,4,0,0.00,0.00,0.00,62,29,3,0,2,1,3,0,1,0,0.0000,0,3,2,51,43,0
syncope-1.2.3,org.apache.syncope.core.workflow.user.AbstractUserWorkflowAdapter,53,0,0.00,0.00,0.00,122,26,10,0,19,1,11,20,129,0,0.0000,2,11,6,189,118,0
syncope-1.2.3,org.apache.syncope.console.rest.WorkflowRestClient,37,0,0.00,0.00,0.00,152,39,12,0,8,2,8,14,10,0,0.0000,3,12,4,173,37,0
syncope-1.2.3,org.apache.syncope.common.mod.ResourceAssociationMod,21,0,0.00,0.00,0.00,63,32,3,0,5,2,7,0,6,0,0.0000,1,3,2,257,162,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.user.UAttr,54,0,0.00,0.00,0.00,152,40,6,0,15,3,13,4,37,0,0.0000,3,7,3,223,150,1
syncope-1.2.3,org.apache.syncope.console.wicket.ajax.form.AbstractAjaxDownloadBehavior,12,0,0.00,0.00,0.00,152,152,1,0,4,2,5,7,6,0,0.0000,0,1,1,48,48,0
syncope-1.2.3,org.apache.syncope.core.persistence.validation.attrvalue.Validator,3,0,0.00,0.00,0.00,152,152,1,0,1,1,1,0,0,0,0.0000,0,1,1,27,27,0
syncope-1.2.3,org.apache.syncope.console.pages.ConfirmPasswordResetModalPage,48,0,0.00,0.00,0.00,25,22,2,0,1,4,11,7,0,0,0.0000,2,2,2,107,103,0
syncope-1.2.3,org.apache.syncope.common.types.SubjectType,4,0,0.00,0.00,0.00,39,32,2,0,2,1,2,0,0,0,0.0000,2,2,1,102,68,0
syncope-1.2.3,org.apache.syncope.core.rest.data.TaskDataBinder,193,0,0.00,0.00,0.00,152,37,30,0,67,1,34,104,21,0,0.0000,14,38,7,824,236,0
syncope-1.2.3,org.apache.syncope.console.pages.RoleTemplateModalPage,12,0,0.00,0.00,0.00,116,22,3,0,3,5,8,4,0,0,0.0000,0,5,4,73,54,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.ReportExec,24,0,0.00,0.00,0.00,152,38,2,0,8,3,9,4,11,0,0.0000,2,5,2,82,74,0
syncope-1.2.3,org.apache.syncope.common.search.UserProperty,4,0,0.00,0.00,0.00,65,39,2,0,2,1,2,0,1,0,0.0000,0,2,2,37,33,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.AbstractAttrValue,149,0,0.00,0.00,0.00,152,38,8,0,68,2,18,46,144,0,0.0000,20,12,3,421,164,1
syncope-1.2.3,org.apache.syncope.common.types.Preference,20,0,0.00,0.00,0.00,68,67,2,0,6,1,1,3,0,0,0.0000,1,2,1,65,58,0
syncope-1.2.3,org.apache.syncope.installer.utilities.JsonUtils,21,0,0.00,0.00,0.00,37,37,3,0,4,1,3,2,0,0,0.0000,3,3,1,56,31,0
syncope-1.2.3,org.apache.syncope.core.persistence.beans.PushTask,20,0,0.00,0.00,0.00,62,37,5,0,5,5,3,1,6,0,0.0000,2,5,1,99,34,0
syncope-1.2.3,org.apache.syncope.console.wicket.markup.html.form.AjaxPasswordFieldPanel,23,0,0.00,0.00,0.00,152,28,3,0,4,4,6,7,1,0,0.0000,1,7,3,89,64,0
syncope-1.2.3,org.apache.syncope.core.rest.data.ReportDataBinder,92,0,0.00,0.00,0.00,152,86,7,0,23,1,18,42,17,0,0.0000,1,9,4,220,157,0
syncope-1.2.3,org.apache.syncope.core.policy.PolicyEnforcer,4,0,0.00,0.00,0.00,152,112,2,0,1,1,5,1,0,0,0.0000,1,2,2,41,36,0
syncope-1.2.3,org.apache.syncope.console.pages.SchemaModalPage,281,0,0.00,0.00,0.00,152,19,24,0,33,5,30,49,10,0,0.0000,11,36,8,1035,246,0
syncope-1.2.3,org.apache.syncope.console.pages.DisplayAttributesModalPage,152,0,0.00,0.00,0.00,152,45,14,0,7,4,16,8,0,0,0.0000,1,19,6,653,304,0
syncope-1.2.3,org.apache.syncope.console.commons.XMLRolesReader,59,0,0.00,0.00,0.00,152,19,5,0,16,1,8,23,0,0,0.0000,10,6,4,223,104,0
syncope-1.2.3,org.apache.syncope.core.rest.controller.UserWorkflowController,39,0,0.00,0.00,0.00,86,15,4,0,10,3,21,21,0,0,0.0000,1,5,2,229,160,0
syncope-1.2.3,org.apache.syncope.buildtools.H2StartStopListener,52,0,0.00,0.00,0.00,152,38,3,0,9,1,7,17,0,0,0.0000,4,4,1,124,101,0
syncope-1.2.3,org.apache.syncope.core.sync.SyncCorrelationRule,3,0,0.00,0.00,0.00,104,104,1,0,1,1,2,0,0,0,0.0000,0,1,1,36,36,0
syncope-1.2.3,org.apache.syncope.console.pages.UserSelfModalPage,25,0,0.00,0.00,0.00,71,22,4,0,6,5,13,12,1,0,0.0000,0,4,3,75,70,0
syncope-1.2.3,org.apache.syncope.common.wrap.EntitlementTO,3,0,0.00,0.00,0.00,63,32,2,0,0,3,3,0,0,0,0.0000,0,2,1,62,60,0
syncope-1.2.3,org.apache.syncope.core.connid.ConnObjectUtil,431,0,0.00,0.00,0.00,117,12,29,0,149,1,56,145,72,0,0.0000,30,37,8,1429,556,1
syncope-1.2.3,org.apache.syncope.common.to.SyncTaskTO,24,0,0.00,0.00,0.00,112,32,6,0,6,5,5,0,9,0,0.0000,1,6,3,311,118,0
syncope-1.2.3,org.apache.syncope.common.services.TaskService,18,0,0.00,0.00,0.00,112,32,13,0,16,1,28,0,120,0,0.0000,4,16,4,1056,490,0
syncope-1.2.3,org.apache.syncope.core.propagation.PropagationException,11,0,0.00,0.00,0.00,152,70,4,0,2,4,0,0,0,0,0.0000,0,5,2,60,51,0
syncope-1.2.3,org.apache.syncope.common.mod.StatusMod,36,0,0.00,0.00,0.00,112,69,3,0,9,2,7,0,28,0,0.0000,1,4,2,350,121,0
